PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35301312","Oncogenic gene expression and epigenetic remodeling of cis-regulatory elements in ASXL1-mutant chronic myelomonocytic leukemia","Binder M, Carr RM, Lasho TL, Finke CM, Mangaonkar AA, Pin CL, Berger KR, Mazzone A, Potluri S, Ordog T, Robertson KD, Marks DL, Fernandez-Zapico ME, Gaspar-Maia A, Patnaik MM.","Nat Commun. 2022 Mar 17;13(1):1434. doi: 10.1038/s41467-022-29142-6.","Binder M","Nat Commun","2022","2022/03/18","PMC8931048","","10.1038/s41467-022-29142-6"
"35342423","The Diagnostic and Prognostic Values of HOXA Gene Family in Kidney Clear Cell Renal Cell Carcinoma","Zong X, Fu J, Wang Z, Wang Q.","J Oncol. 2022 Mar 16;2022:1762637. doi: 10.1155/2022/1762637. eCollection 2022.","Zong X","J Oncol","2022","2022/03/28","PMC8942704","","10.1155/2022/1762637"
"35313641","The Prognostic Value and Immunological Role of STEAP1 in Pan-Cancer: A Result of Data-Based Analysis","Zhao C, Xiong K, Ji Z, Liu F, Li X.","Oxid Med Cell Longev. 2022 Mar 11;2022:8297011. doi: 10.1155/2022/8297011. eCollection 2022.","Zhao C","Oxid Med Cell Longev","2022","2022/03/22","PMC8933652","","10.1155/2022/8297011"
"35356062","Application of Transcriptomics for Predicting Protein Interaction Networks, Drug Targets and Drug Candidates","Kankanige D, Liyanage L, O'Connor MD.","Front Med Technol. 2022 Mar 9;4:693148. doi: 10.3389/fmedt.2022.693148. eCollection 2022.","Kankanige D","Front Med Technol","2022","2022/03/31","PMC8959405","","10.3389/fmedt.2022.693148"
"35356004","The Shared Mechanism and Candidate Drugs of Multiple Sclerosis and Sjögren's Syndrome Analyzed by Bioinformatics Based on GWAS and Transcriptome Data","Hong X, Wang X, Rang X, Yin X, Zhang X, Wang R, Wang D, Zhao T, Fu J.","Front Immunol. 2022 Mar 9;13:857014. doi: 10.3389/fimmu.2022.857014. eCollection 2022.","Hong X","Front Immunol","2022","2022/03/31","PMC8959321","","10.3389/fimmu.2022.857014"
"35300145","Integrated Analysis of miRNA and mRNA Expression Profiles Reveals the Molecular Mechanism of Posttraumatic Stress Disorder and Therapeutic Drugs","Gan C, Jin Z, Hu G, Li Z, Yan M.","Int J Gen Med. 2022 Mar 8;15:2669-2680. doi: 10.2147/IJGM.S334877. eCollection 2022.","Gan C","Int J Gen Med","2022","2022/03/18","PMC8922041","","10.2147/IJGM.S334877"
"35268532","A Computational Text Mining-Guided Meta-Analysis Approach to Identify Potential Xerostomia Drug Targets","Beckman MF, Brennan EJ, Igba CK, Brennan MT, Mougeot FB, Mougeot JC.","J Clin Med. 2022 Mar 5;11(5):1442. doi: 10.3390/jcm11051442.","Beckman MF","J Clin Med","2022","2022/03/10","PMC8911392","","10.3390/jcm11051442"
"35246263","Enhancer promoter interactome and Mendelian randomization identify network of druggable vascular genes in coronary artery disease","Chignon A, Mathieu S, Rufiange A, Argaud D, Voisine P, Bossé Y, Arsenault BJ, Thériault S, Mathieu P.","Hum Genomics. 2022 Mar 4;16(1):8. doi: 10.1186/s40246-022-00381-4.","Chignon A","Hum Genomics","2022","2022/03/05","PMC8895522","","10.1186/s40246-022-00381-4"
"35241704","High-content analysis of microRNAs involved in the phenotype regulation of vascular smooth muscle cells","Zhang J, Starkuviene V, Erfle H, Wang Z, Gunkel M, Zeng Z, Sticht C, Kan K, Rahbari N, Keese M.","Sci Rep. 2022 Mar 3;12(1):3498. doi: 10.1038/s41598-022-07280-7.","Zhang J","Sci Rep","2022","2022/03/04","PMC8894385","","10.1038/s41598-022-07280-7"
"35241702","Promoter/enhancer-based controllability of regulatory networks","Devkota P, Wuchty S.","Sci Rep. 2022 Mar 3;12(1):3528. doi: 10.1038/s41598-022-07035-4.","Devkota P","Sci Rep","2022","2022/03/04","PMC8894475","","10.1038/s41598-022-07035-4"
"34580818","Bioinformatics Analysis of the MicroRNA-Metabolic Gene Regulatory Network in Neuropathic Pain and Prediction of Corresponding Potential Therapeutics","Zhang HG, Liu L, Song ZP, Zhang DY.","J Mol Neurosci. 2022 Mar;72(3):468-481. doi: 10.1007/s12031-021-01911-w. Epub 2021 Sep 27.","Zhang HG","J Mol Neurosci","2022","2021/09/28","PMC8476070","","10.1007/s12031-021-01911-w"
"35269707","A Hybrid Machine Learning and Network Analysis Approach Reveals Two Parkinson's Disease Subtypes from 115 RNA-Seq Post-Mortem Brain Samples","Termine A, Fabrizio C, Strafella C, Caputo V, Petrosini L, Caltagirone C, Cascella R, Giardina E.","Int J Mol Sci. 2022 Feb 25;23(5):2557. doi: 10.3390/ijms23052557.","Termine A","Int J Mol Sci","2022","2022/03/10","PMC8910747","","10.3390/ijms23052557"
"35273637","Integrative Analyses of Genes Associated With Otologic Disorders in Turner Syndrome","Xue R, Tang Q, Zhang Y, Xie M, Li C, Wang S, Yang H.","Front Genet. 2022 Feb 22;13:799783. doi: 10.3389/fgene.2022.799783. eCollection 2022.","Xue R","Front Genet","2022","2022/03/11","PMC8902304","","10.3389/fgene.2022.799783"
"35196490","Systematic illumination of druggable genes in cancer genomes","Jiang J, Yuan J, Hu Z, Zhang Y, Zhang T, Xu M, Long M, Fan Y, Tanyi JL, Montone KT, Tavana O, Vonderheide RH, Chan HM, Hu X, Zhang L.","Cell Rep. 2022 Feb 22;38(8):110400. doi: 10.1016/j.celrep.2022.110400.","Jiang J","Cell Rep","2022","2022/02/23","PMC8919705","NIHMS1783316","10.1016/j.celrep.2022.110400"
"35237384","Identifying Potential Mitochondrial Proteome Signatures Associated with the Pathogenesis of Pulmonary Arterial Hypertension in the Rat Model","Wang J, Uddin MN, Li Q, Aierken A, Li MY, Wang R, Yan QZ, Adi D, Gai MT, Wu Y.","Oxid Med Cell Longev. 2022 Feb 21;2022:8401924. doi: 10.1155/2022/8401924. eCollection 2022.","Wang J","Oxid Med Cell Longev","2022","2022/03/03","PMC8885180","","10.1155/2022/8401924"
"35209193","Computational Drug Repurposing Based on a Recommendation System and Drug-Drug Functional Pathway Similarity","Shao M, Jiang L, Meng Z, Xu J.","Molecules. 2022 Feb 18;27(4):1404. doi: 10.3390/molecules27041404.","Shao M","Molecules","2022","2022/02/25","PMC8878172","","10.3390/molecules27041404"
"35215201","Deciphering the Interactions of SARS-CoV-2 Proteins with Human Ion Channels Using Machine-Learning-Based Methods","Munjal NS, Sapra D, Parthasarathi KTS, Goyal A, Pandey A, Banerjee M, Sharma J.","Pathogens. 2022 Feb 17;11(2):259. doi: 10.3390/pathogens11020259.","Munjal NS","Pathogens","2022","2022/02/26","PMC8874499","","10.3390/pathogens11020259"
"35177642","Prognostic tools and candidate drugs based on plasma proteomics of patients with severe COVID-19 complications","Al-Nesf MAY, Abdesselem HB, Bensmail I, Ibrahim S, Saeed WAH, Mohammed SSI, Razok A, Alhussain H, Aly RMA, Al Maslamani M, Ouararhni K, Khatib MY, Hssain AA, Omrani AS, Al-Kaabi S, Al Khal A, Al-Thani AA, Samsam W, Farooq A, Al-Suwaidi J, Al-Maadheed M, Al-Siddiqi HH, Butler AE, Decock JV, Mohamed-Ali V, Al-Ejeh F.","Nat Commun. 2022 Feb 17;13(1):946. doi: 10.1038/s41467-022-28639-4.","Al-Nesf MAY","Nat Commun","2022","2022/02/18","PMC8854716","","10.1038/s41467-022-28639-4"
"35172892","Integrating single-cell sequencing data with GWAS summary statistics reveals CD16+monocytes and memory CD8+T cells involved in severe COVID-19","Ma Y, Qiu F, Deng C, Li J, Huang Y, Wu Z, Zhou Y, Zhang Y, Xiong Y, Yao Y, Zhong Y, Qu J, Su J.","Genome Med. 2022 Feb 17;14(1):16. doi: 10.1186/s13073-022-01021-1.","Ma Y","Genome Med","2022","2022/02/17","PMC8851814","","10.1186/s13073-022-01021-1"
"35150335","In silico bioinformatics analysis for identification of differentially expressed genes and therapeutic drug molecules in Glucocorticoid-resistant Multiple myeloma","Ghosal S, Banerjee S.","Med Oncol. 2022 Feb 12;39(5):53. doi: 10.1007/s12032-022-01651-w.","Ghosal S","Med Oncol","2022","2022/02/12","","","10.1007/s12032-022-01651-w"
"35221911","Identification of Molecular Signatures and Candidate Drugs in Vascular Dementia by Bioinformatics Analyses","Shu J, Wei W, Zhang L.","Front Mol Neurosci. 2022 Feb 11;15:751044. doi: 10.3389/fnmol.2022.751044. eCollection 2022.","Shu J","Front Mol Neurosci","2022","2022/02/28","PMC8873373","","10.3389/fnmol.2022.751044"
"35205629","Development of Gene Expression-Based Random Forest Model for Predicting Neoadjuvant Chemotherapy Response in Triple-Negative Breast Cancer","Park S, Yi G.","Cancers (Basel). 2022 Feb 10;14(4):881. doi: 10.3390/cancers14040881.","Park S","Cancers (Basel)","2022","2022/02/25","PMC8870575","","10.3390/cancers14040881"
"35145086","In vivo CRISPR screens reveal a HIF-1α-mTOR-network regulates T follicular helper versus Th1 cells","Huang B, Phelan JD, Preite S, Gomez-Rodriguez J, Johansen KH, Shibata H, Shaffer AL 3rd, Xu Q, Jeffrey B, Kirby M, Anderson S, Yang Y, Gossa S, McGavern DB, Staudt LM, Schwartzberg PL.","Nat Commun. 2022 Feb 10;13(1):805. doi: 10.1038/s41467-022-28378-6.","Huang B","Nat Commun","2022","2022/02/11","PMC8831505","","10.1038/s41467-022-28378-6"
"35135622","Sequence-based prediction of protein binding regions and drug-target interactions","Lee I, Nam H.","J Cheminform. 2022 Feb 8;14(1):5. doi: 10.1186/s13321-022-00584-w.","Lee I","J Cheminform","2022","2022/02/09","PMC8822694","","10.1186/s13321-022-00584-w"
"35198572","Transcriptome-Based Molecular Networks Uncovered Interplay Between Druggable Genes of CD8(+) T Cells and Changes in Immune Cell Landscape in Patients With Pulmonary Tuberculosis","Alsulaimany FA, Zabermawi NMO, Almukadi H, Parambath SV, Shetty PJ, Vaidyanathan V, Elango R, Babanaganapalli B, Shaik NA.","Front Med (Lausanne). 2022 Feb 7;8:812857. doi: 10.3389/fmed.2021.812857. eCollection 2021.","Alsulaimany FA","Front Med (Lausanne)","2022","2022/02/24","PMC8859411","","10.3389/fmed.2021.812857"
"34978167","Regulatory Variant rs2535629 in ITIH3 Intron Confers Schizophrenia Risk By Regulating CTCF Binding and SFMBT1 Expression","Li Y, Ma C, Li S, Wang J, Li W, Yang Y, Li X, Liu J, Yang J, Liu Y, Li K, Li J, Huang D, Chen R, Lv L, Xiao X, Li M, Luo XJ.","Adv Sci (Weinh). 2022 Feb;9(6):e2104786. doi: 10.1002/advs.202104786. Epub 2022 Jan 2.","Li Y","Adv Sci (Weinh)","2022","2022/01/03","PMC8867204","","10.1002/advs.202104786"
"34918496","Multifocal Organoid Capturing of Colon Cancer Reveals Pervasive Intratumoral Heterogenous Drug Responses","Kim SC, Park JW, Seo HY, Kim M, Park JH, Kim GH, Lee JO, Shin YK, Bae JM, Koo BK, Jeong SY, Ku JL.","Adv Sci (Weinh). 2022 Feb;9(5):e2103360. doi: 10.1002/advs.202103360. Epub 2021 Dec 17.","Kim SC","Adv Sci (Weinh)","2022","2021/12/17","PMC8844556","","10.1002/advs.202103360"
"35153741","An Integrative Network Approach to Identify Common Genes for the Therapeutics in Tuberculosis and Its Overlapping Non-Communicable Diseases","Alam A, Abubaker Bagabir H, Sultan A, Siddiqui MF, Imam N, Alkhanani MF, Alsulimani A, Haque S, Ishrat R.","Front Pharmacol. 2022 Jan 27;12:770762. doi: 10.3389/fphar.2021.770762. eCollection 2021.","Alam A","Front Pharmacol","2022","2022/02/14","PMC8829040","","10.3389/fphar.2021.770762"
"35082299","Mapping molecular subtype specific alterations in breast cancer brain metastases identifies clinically relevant vulnerabilities","Cosgrove N, Varešlija D, Keelan S, Elangovan A, Atkinson JM, Cocchiglia S, Bane FT, Singh V, Furney S, Hu C, Carter JM, Hart SN, Yadav S, Goetz MP, Hill ADK, Oesterreich S, Lee AV, Couch FJ, Young LS.","Nat Commun. 2022 Jan 26;13(1):514. doi: 10.1038/s41467-022-27987-5.","Cosgrove N","Nat Commun","2022","2022/01/27","PMC8791982","","10.1038/s41467-022-27987-5"
"34500459","Mutation landscape of multiple myeloma measurable residual disease: identification of targets for precision medicine","Zátopková M, Ševčíková T, Fanfani V, Chyra Z, Říhová L, Bezděková R, Žihala D, Growková K, Filipová J, Černá L, Broskevičova L, Kryukov F, Minařík J, Smejkalová J, Maisnar V, Harvanová Ĺ, Pour L, Jungova A, Popková T, Bago JR, Anilkumar Sithara A, Hrdinka M, Jelínek T, Šimíček M, Stracquadanio G, Hájek R.","Blood Adv. 2022 Jan 25;6(2):368-372. doi: 10.1182/bloodadvances.2020003876.","Zátopková M","Blood Adv","2022","2021/09/09","PMC8791596","","10.1182/bloodadvances.2020003876"
"35163208","Identification of a Novel Theranostic Signature of Metabolic and Immune-Inflammatory Dysregulation in Myocardial Infarction, and the Potential Therapeutic Properties of Ovatodiolide, a Diterpenoid Derivative","Wu ATH, Lawal B, Tzeng YM, Shih CC, Shih CM.","Int J Mol Sci. 2022 Jan 24;23(3):1281. doi: 10.3390/ijms23031281.","Wu ATH","Int J Mol Sci","2022","2022/02/15","PMC8836044","","10.3390/ijms23031281"
"34472587","Minimal information for chemosensitivity assays (MICHA): a next-generation pipeline to enable the FAIRification of drug screening experiments","Tanoli Z, Aldahdooh J, Alam F, Wang Y, Seemab U, Fratelli M, Pavlis P, Hajduch M, Bietrix F, Gribbon P, Zaliani A, Hall MD, Shen M, Brimacombe K, Kulesskiy E, Saarela J, Wennerberg K, Vähä-Koskela M, Tang J.","Brief Bioinform. 2022 Jan 17;23(1):bbab350. doi: 10.1093/bib/bbab350.","Tanoli Z","Brief Bioinform","2022","2021/09/02","PMC8769689","","10.1093/bib/bbab350"
"35173863","Deciphering the involvement of iron targets in colorectal cancer: a network biology approach","Khan AA, Ashraf MT, Aldakheel FM, Sayi Yazgan A, Zaidi R.","Am J Transl Res. 2022 Jan 15;14(1):440-451. eCollection 2022.","Khan AA","Am J Transl Res","2022","2022/02/17","PMC8829595","",""
"35069736","Identification of Molecular Subtypes and Potential Small-Molecule Drugs for Esophagus Cancer Treatment Based on m(6)A Regulators","Li J, Zhu H, Yang Q, Xiao H, Wu H, Fang Z, Li W, Cai M.","J Oncol. 2022 Jan 13;2022:5490461. doi: 10.1155/2022/5490461. eCollection 2022.","Li J","J Oncol","2022","2022/01/24","PMC8776445","","10.1155/2022/5490461"
"35013250","Integrating gene expression and clinical data to identify drug repurposing candidates for hyperlipidemia and hypertension","Wu P, Feng Q, Kerchberger VE, Nelson SD, Chen Q, Li B, Edwards TL, Cox NJ, Phillips EJ, Stein CM, Roden DM, Denny JC, Wei WQ.","Nat Commun. 2022 Jan 10;13(1):46. doi: 10.1038/s41467-021-27751-1.","Wu P","Nat Commun","2022","2022/01/11","PMC8748496","","10.1038/s41467-021-27751-1"
"35013211","Prediction of biomarkers and therapeutic combinations for anti-PD-1 immunotherapy using the global gene network association","Wu CC, Wang YA, Livingston JA, Zhang J, Futreal PA.","Nat Commun. 2022 Jan 10;13(1):42. doi: 10.1038/s41467-021-27651-4.","Wu CC","Nat Commun","2022","2022/01/11","PMC8748689","","10.1038/s41467-021-27651-4"
"35069542","A Practical Strategy for Exploring the Pharmacological Mechanism of Luteolin Against COVID-19/Asthma Comorbidity: Findings of System Pharmacology and Bioinformatics Analysis","Xie YZ, Peng CW, Su ZQ, Huang HT, Liu XH, Zhan SF, Huang XF.","Front Immunol. 2022 Jan 7;12:769011. doi: 10.3389/fimmu.2021.769011. eCollection 2021.","Xie YZ","Front Immunol","2022","2022/01/24","PMC8777084","","10.3389/fimmu.2021.769011"
"34751399","Priority index: database of genetic targets in immune-mediated disease","Fang H, Knight JC.","Nucleic Acids Res. 2022 Jan 7;50(D1):D1358-D1367. doi: 10.1093/nar/gkab994.","Fang H","Nucleic Acids Res","2022","2021/11/09","PMC8728240","","10.1093/nar/gkab994"
"34570230","CTR-DB, an omnibus for patient-derived gene expression signatures correlated with cancer drug response","Liu Z, Liu J, Liu X, Wang X, Xie Q, Zhang X, Kong X, He M, Yang Y, Deng X, Yang L, Qi Y, Li J, Liu Y, Yuan L, Diao L, He F, Li D.","Nucleic Acids Res. 2022 Jan 7;50(D1):D1184-D1199. doi: 10.1093/nar/gkab860.","Liu Z","Nucleic Acids Res","2022","2021/09/27","PMC8728209","","10.1093/nar/gkab860"
"35023949","Identification of Differentially Expressed Genes and Pathways in Human Atrial Fibrillation by Bioinformatics Analysis","Pan D, Zhou Y, Xiao S, Hu Y, Huan C, Wu Q, Wang X, Pan Q, Liu J, Zhu H.","Int J Gen Med. 2022 Jan 5;15:103-114. doi: 10.2147/IJGM.S334122. eCollection 2022.","Pan D","Int J Gen Med","2022","2022/01/13","PMC8743500","","10.2147/IJGM.S334122"
"35047008","Identification and Verification of Five Potential Biomarkers Related to Skin and Thermal Injury Using Weighted Gene Co-Expression Network Analysis","Yang R, Wang Z, Li J, Pi X, Wang X, Xu Y, Shi Y, Zhou S.","Front Genet. 2022 Jan 3;12:781589. doi: 10.3389/fgene.2021.781589. eCollection 2021.","Yang R","Front Genet","2022","2022/01/20","PMC8762241","","10.3389/fgene.2021.781589"
"36276225","Plant-derived natural products for drug discovery: current approaches and prospects","Nasim N, Sandeep IS, Mohanty S.","Nucleus (Calcutta). 2022;65(3):399-411. doi: 10.1007/s13237-022-00405-3. Epub 2022 Oct 18.","Nasim N","Nucleus (Calcutta)","2022","2022/10/24","PMC9579558","","10.1007/s13237-022-00405-3"
"34995036","Inflammation Subtypes and Translating Inflammation-Related Genetic Findings in Schizophrenia and Related Psychoses: A Perspective on Pathways for Treatment Stratification and Novel Therapies","Bishop JR, Zhang L, Lizano P.","Harv Rev Psychiatry. 2022 Jan-Feb 01;30(1):59-70. doi: 10.1097/HRP.0000000000000321.","Bishop JR","Harv Rev Psychiatry","2022","2022/01/07","PMC8746916","","10.1097/HRP.0000000000000321"
"34990212","Natural Language Processing-Assisted Literature Retrieval and Analysis for Combination Therapy in Cancer","Zeng J, Cruz-Pico CX, Saridogan T, Shufean MA, Kahle M, Yang D, Shaw K, Meric-Bernstam F.","JCO Clin Cancer Inform. 2022 Jan;6:e2100109. doi: 10.1200/CCI.21.00109.","Zeng J","JCO Clin Cancer Inform","2022","2022/01/06","PMC9848576","","10.1200/CCI.21.00109"
"34871816","Enhanced single-cell RNA-seq workflow reveals coronary artery disease cellular cross-talk and candidate drug targets","Ma WF, Hodonsky CJ, Turner AW, Wong D, Song Y, Mosquera JV, Ligay AV, Slenders L, Gancayco C, Pan H, Barrientos NB, Mai D, Alencar GF, Owsiany K, Owens GK, Reilly MP, Li M, Pasterkamp G, Mokry M, van der Laan SW, Khomtchouk BB, Miller CL.","Atherosclerosis. 2022 Jan;340:12-22. doi: 10.1016/j.atherosclerosis.2021.11.025. Epub 2021 Nov 26.","Ma WF","Atherosclerosis","2022","2021/12/06","PMC8919504","NIHMS1762026","10.1016/j.atherosclerosis.2021.11.025"
"34514504","Contraceptive and Infertility Target DataBase: a contraceptive drug development tool for targeting and analysis of human reproductive specific tissues†","Sinha S, Knapp M, Pywtorak J, McCain G, Wingerden K, VanDervoort C, Gondek JM, Madrid P, Parman T, Gerrard S, Long JE, Blithe DL, Moss S, Lee MS.","Biol Reprod. 2021 Dec 20;105(6):1366-1374. doi: 10.1093/biolre/ioab172.","Sinha S","Biol Reprod","2021","2021/09/13","PMC8831241","","10.1093/biolre/ioab172"
"34895209","A comprehensive gene-centric pleiotropic association analysis for 14 psychiatric disorders with GWAS summary statistics","Lu H, Qiao J, Shao Z, Wang T, Huang S, Zeng P.","BMC Med. 2021 Dec 13;19(1):314. doi: 10.1186/s12916-021-02186-z.","Lu H","BMC Med","2021","2021/12/13","PMC8667366","","10.1186/s12916-021-02186-z"
"34959343","Combining Human Genetics of Multiple Sclerosis with Oxidative Stress Phenotype for Drug Repositioning","Olla S, Steri M, Formato A, Whalen MB, Corbisiero S, Agresti C.","Pharmaceutics. 2021 Dec 2;13(12):2064. doi: 10.3390/pharmaceutics13122064.","Olla S","Pharmaceutics","2021","2021/12/28","PMC8705550","","10.3390/pharmaceutics13122064"
"34885165","Histopathological and Molecular Profiling of Clear Cell Sarcoma and Correlation with Response to Crizotinib: An Exploratory Study Related to EORTC 90101 ""CREATE"" Trial","Lee CJ, Modave E, Boeckx B, Stacchiotti S, Rutkowski P, Blay JY, Debiec-Rychter M, Sciot R, Lambrechts D, Wozniak A, Schöffski P.","Cancers (Basel). 2021 Dec 1;13(23):6057. doi: 10.3390/cancers13236057.","Lee CJ","Cancers (Basel)","2021","2021/12/10","PMC8657105","","10.3390/cancers13236057"
"34854395","Identification of key pathways and RNAs associated with skeletal muscle atrophy after spinal cord injury","Wei L, Cai G, Jiang L, Gao L, Yang Z, Zhang W.","J Musculoskelet Neuronal Interact. 2021 Dec 1;21(4):550-559.","Wei L","J Musculoskelet Neuronal Interact","2021","2021/12/02","PMC8672411","",""
"34758154","Web-based transcriptome analysis determines a sixteen-gene signature and associated drugs on hearing loss patients: A bioinformatics approach","Lei M, Zhang D, Sun Y, Zou C, Wang Y, Hong Y, Jiao Y, Cai C.","J Clin Lab Anal. 2021 Dec;35(12):e24065. doi: 10.1002/jcla.24065. Epub 2021 Nov 10.","Lei M","J Clin Lab Anal","2021","2021/11/10","PMC8649328","","10.1002/jcla.24065"
"34671468","Whole-exome sequencing for high-risk primary prostatic extra-gastrointestinal stromal tumor: A case report","Lu L, Qu H, Wang J, Yao B, Ma B, Qiu JG, Wang ZY, Ren DL.","Mol Clin Oncol. 2021 Dec;15(6):249. doi: 10.3892/mco.2021.2411. Epub 2021 Oct 1.","Lu L","Mol Clin Oncol","2021","2021/10/21","PMC8521387","","10.3892/mco.2021.2411"
"34630000","A deep learning ensemble approach to prioritize antiviral drugs against novel coronavirus SARS-CoV-2 for COVID-19 drug repurposing","K D, A S J, Liu Y.","Appl Soft Comput. 2021 Dec;113:107945. doi: 10.1016/j.asoc.2021.107945. Epub 2021 Oct 6.","K D","Appl Soft Comput","2021","2021/10/11","PMC8492370","","10.1016/j.asoc.2021.107945"
"34621019","CRISPR screens identify cholesterol biosynthesis as a therapeutic target on stemness and drug resistance of colon cancer","Gao S, Soares F, Wang S, Wong CC, Chen H, Yang Z, Liu W, Go MYY, Ahmed M, Zeng Y, O'Brien CA, Sung JJY, He HH, Yu J.","Oncogene. 2021 Dec;40(48):6601-6613. doi: 10.1038/s41388-021-01882-7. Epub 2021 Oct 7.","Gao S","Oncogene","2021","2021/10/08","PMC8639446","","10.1038/s41388-021-01882-7"
"34409913","Screening differentially expressed genes between endometriosis and ovarian cancer to find new biomarkers for endometriosis","Lu Z, Gao Y.","Ann Med. 2021 Dec;53(1):1377-1389. doi: 10.1080/07853890.2021.1966087.","Lu Z","Ann Med","2021","2021/08/19","PMC8381947","","10.1080/07853890.2021.1966087"
"34245124","Genomic analyses of high-grade neuroendocrine gynecological malignancies reveal a unique mutational landscape and therapeutic vulnerabilities","Mahdi H, Joehlin-Price A, Elishaev E, Dowlati A, Abbas A.","Mol Oncol. 2021 Dec;15(12):3545-3558. doi: 10.1002/1878-0261.13057. Epub 2021 Jul 22.","Mahdi H","Mol Oncol","2021","2021/07/10","PMC8637558","","10.1002/1878-0261.13057"
"34096467","The association between hypertension and nonalcoholic fatty liver disease (NAFLD): literature evidence and systems biology analysis","Ma C, Yan K, Wang Z, Zhang Q, Gao L, Xu T, Sai J, Cheng F, Du Y.","Bioengineered. 2021 Dec;12(1):2187-2202. doi: 10.1080/21655979.2021.1933302.","Ma C","Bioengineered","2021","2021/06/07","PMC8806441","","10.1080/21655979.2021.1933302"
"34946847","Nucleic Acid-Sensing and Interferon-Inducible Pathways Show Differential Methylation in MZ Twins Discordant for Lupus and Overexpression in Independent Lupus Samples: Implications for Pathogenic Mechanism and Drug Targeting","Marion MC, Ramos PS, Bachali P, Labonte AC, Zimmerman KD, Ainsworth HC, Heuer SE, Robl RD, Catalina MD, Kelly JA, Howard TD, Lipsky PE, Grammer AC, Langefeld CD.","Genes (Basel). 2021 Nov 26;12(12):1898. doi: 10.3390/genes12121898.","Marion MC","Genes (Basel)","2021","2021/12/24","PMC8701117","","10.3390/genes12121898"
"34824203","Interrogation of the microenvironmental landscape in spinal ependymomas reveals dual functions of tumor-associated macrophages","Zhang Q, Cheng S, Wang Y, Wang M, Lu Y, Wen Z, Ge Y, Ma Q, Chen Y, Zhang Y, Cao R, Li M, Liu W, Wang B, Wu Q, Jia W, Wang X.","Nat Commun. 2021 Nov 25;12(1):6867. doi: 10.1038/s41467-021-27018-9.","Zhang Q","Nat Commun","2021","2021/11/26","PMC8617028","","10.1038/s41467-021-27018-9"
"34899707","Bioinformatics and Network Pharmacology Identify the Therapeutic Role and Potential Mechanism of Melatonin in AD and Rosacea","Zhang H, Zhang Y, Li Y, Wang Y, Yan S, Xu S, Deng Z, Yang X, Xie H, Li J.","Front Immunol. 2021 Nov 23;12:756550. doi: 10.3389/fimmu.2021.756550. eCollection 2021.","Zhang H","Front Immunol","2021","2021/12/13","PMC8657413","","10.3389/fimmu.2021.756550"
"34789568","CRISPR-SID: Identifying EZH2 as a druggable target for desmoid tumors via in vivo dependency mapping","Naert T, Tulkens D, Van Nieuwenhuysen T, Przybyl J, Demuynck S, van de Rijn M, Al-Jazrawe M, Alman BA, Coucke PJ, De Leeneer K, Vanhove C, Savvides SN, Creytens D, Vleminckx K.","Proc Natl Acad Sci U S A. 2021 Nov 23;118(47):e2115116118. doi: 10.1073/pnas.2115116118.","Naert T","Proc Natl Acad Sci U S A","2021","2021/11/18","PMC8617425","","10.1073/pnas.2115116118"
"34880901","Identification and Validation of Prognostic Factors of Lipid Metabolism in Obstructive Sleep Apnea","Peng L, Wang X, Bing D.","Front Genet. 2021 Nov 22;12:747576. doi: 10.3389/fgene.2021.747576. eCollection 2021.","Peng L","Front Genet","2021","2021/12/09","PMC8645574","","10.3389/fgene.2021.747576"
"34824546","Identification of Genes Potentially Associated with Melanoma Tumorigenesis Through Co-Expression Network Analysis","Xuan X, Wang Y, Sun Y, Huang C.","Int J Gen Med. 2021 Nov 19;14:8495-8508. doi: 10.2147/IJGM.S336295. eCollection 2021.","Xuan X","Int J Gen Med","2021","2021/11/26","PMC8610383","","10.2147/IJGM.S336295"
"34830942","High Grade of Amplification of Six Regions on Chromosome 2p in a Neuroblastoma Patient with Very Poor Outcome: The Putative New Oncogene TSSC1","Ognibene M, Amoroso L, Melchionda F, Cangelosi D, Zara F, Parodi S, Pezzolo A.","Cancers (Basel). 2021 Nov 18;13(22):5792. doi: 10.3390/cancers13225792.","Ognibene M","Cancers (Basel)","2021","2021/11/27","PMC8616235","","10.3390/cancers13225792"
"34795255","Machine learning of genomic features in organotropic metastases stratifies progression risk of primary tumors","Jiang B, Mu Q, Qiu F, Li X, Xu W, Yu J, Fu W, Cao Y, Wang J.","Nat Commun. 2021 Nov 18;12(1):6692. doi: 10.1038/s41467-021-27017-w.","Jiang B","Nat Commun","2021","2021/11/19","PMC8602327","","10.1038/s41467-021-27017-w"
"34900127","MIKB: A manually curated and comprehensive knowledge base for myocardial infarction","Zhan C, Zhang Y, Liu X, Wu R, Zhang K, Shi W, Shen L, Shen K, Fan X, Ye F, Shen B.","Comput Struct Biotechnol J. 2021 Nov 16;19:6098-6107. doi: 10.1016/j.csbj.2021.11.011. eCollection 2021.","Zhan C","Comput Struct Biotechnol J","2021","2021/12/13","PMC8626632","","10.1016/j.csbj.2021.11.011"
